Title,Authors,Description,Rating,Rating Count,Review Count,Pages,Genres,Recommendations
1883,602,9583,4.21716090291852,995310.1251173205,28507.991961288237,589,562,3844
1081,110,2133,3.8869232550177446,1516508.012911635,33250.86807411911,336,547,764
2810,2004,3589,4.5970719271708615,7550262.042151484,119673.17664323765,387,2661,7191
4542,1573,7678,4.239335568878402,791926.1066562554,32864.989439620505,509,3222,7509
7742,5056,9067,4.189787347427448,809213.9226863879,21208.02887121759,554,1718,7381
6295,1988,7857,3.950844294982076,2869402.0316849416,60746.12009719075,350,634,7093
7975,1485,329,4.14331439218305,948388.031280414,20425.920665059864,412,483,1341
297,2806,635,4.525223627450531,1214601.8603142118,56958.99448626911,457,4597,7308
332,3158,4717,3.952192979111944,1084241.0540472504,34820.18673463284,265,1679,3147
7293,4125,1441,4.192313347166575,2141165.9427701547,65372.9762229682,462,1987,241
2216,4044,2918,4.115477618878752,1796656.092597959,51619.038448210566,212,573,763
132,1637,3709,4.4819396507911815,2092697.969899505,55621.972161323225,935,2394,7164
5967,3284,946,3.930137491841216,1178258.1678155311,16229.061741719324,407,563,7952
7361,165,315,3.8361945025388415,2091342.2117731397,41350.03397005761,457,3218,7136
9142,3366,5546,4.278445377172583,860506.9373997035,12272.050238088095,454,215,7042
2709,1211,9799,4.291895554096118,655440.9859166592,9854.129610555694,755,210,9041
7634,4314,7464,4.077313362693912,997468.8582323733,35041.00339595856,236,838,7041
3691,5113,5281,3.839537547298761,1396047.0460498184,48070.07949666509,559,3277,7309
7599,1883,6898,3.8988384647922754,896766.8388905831,13230.06679125517,648,548,6319
290,815,634,3.7234783180567534,836028.908392357,18462.10458793008,590,564,7953
9037,4362,9419,3.975305954156116,1430898.0719702186,59413.06535181258,417,3216,7138
3754,4979,3810,4.009464846742358,692598.0023764031,26420.89536596363,412,460,7706
5500,2856,6707,3.933327279642002,1177646.1180013197,28609.031505446084,346,461,7908
2476,3333,5966,3.818611024013365,1226208.871517436,36748.03039590033,344,592,2608
7195,2807,8164,4.295606318762782,2550241.027861208,77048.9598561094,456,3346,7139
1240,2514,2980,4.139402877552626,748042.117792318,19111.94338406565,551,448,5965
6873,3053,7380,4.242412314450918,1896071.9676935773,67266.99060806626,258,8731,7676
6967,3202,5979,4.130847007670398,1567545.912780371,74976.07744442356,392,3347,765
7691,2768,5058,4.207515929396882,674760.8921982783,32480.93461841597,1030,4798,7014
8120,4572,8556,4.2722690478393766,650138.1952863013,22651.032656314102,71,5489,8575
9040,4084,5259,4.079095263507392,447251.8044426675,14333.949312929357,578,755,1067
5968,422,7254,4.169122280776138,255227.1241742748,7130.090913596622,475,760,8047
4538,2771,8847,4.130581302382674,654048.9852199819,11813.871476507737,405,840,8671
6102,4660,7280,4.042384861607137,629332.1504376912,25413.98494213377,370,451,4283
4248,2354,1682,4.126912085557116,1089673.9726041995,33945.83372769017,516,4303,7440
4615,1146,8216,4.255378488762743,872571.0348237768,47090.80625696498,947,4802,2625
6868,4612,3580,4.12268320167005,2731637.0192943458,69990.90956635744,564,3280,3296
4996,1051,5142,4.111418752671468,491530.952815854,27260.9029891257,545,455,7518
3978,4143,5535,4.335370569286119,706313.9498527169,17708.025195148002,300,209,141
3740,3077,3440,4.028177712068791,1765584.069139117,33237.08707061044,545,595,5311
6737,2020,1372,4.573582678713952,2449595.866983732,25075.781336121378,485,2345,888
7021,1203,6690,4.237103774856924,1518915.1145824308,32276.089855198297,237,7798,197
6374,166,6773,4.04922844477148,550009.0654135752,16751.972196569975,371,796,267
308,552,7647,4.363004999363538,401992.08283981367,21668.950010055487,597,795,8770
2803,2001,3587,4.67656999490239,2975219.008020845,68784.89112093275,869,2494,3417
7886,953,1017,4.069267224722236,750721.8923918465,47261.03350637142,302,3221,1267
80,368,1085,3.881797604800171,627234.9411705461,14752.93366144524,236,820,8672
6234,1555,7300,4.331671485324417,257112.0151112355,12087.94956515693,902,823,8947
552,1504,3959,4.121607786706697,561893.0351113634,12350.974557971178,549,6156,7044
1954,1503,6784,4.304323760292249,851110.0253742973,28564.660698924286,716,7796,198
8935,4120,5963,4.087530867401815,577167.9017861121,22726.020407067444,413,9386,2923
7709,493,7476,4.29917286737077,674601.9815393175,23819.95436778156,653,4409,7979
5427,1854,3723,4.083856628676319,617415.8923092773,18950.848610200366,169,773,7508
27,1630,8205,4.238864190146255,3384410.8898057453,76710.92958759634,408,647,7094
2216,4043,8106,4.06771802584567,1796656.002427579,51618.79837704935,284,573,763
699,471,8547,3.662274064722798,362708.9941277205,17893.13945252736,39,4168,4977
1854,3504,2615,3.875346858854483,222602.11393593805,8727.89181423331,15,841,7212
6898,3943,5430,3.903868082734826,1341667.8109050568,23651.953289870227,486,1994,2813
7602,1411,5252,3.915412637854381,884431.8959690253,27097.949001266235,1020,475,7507
7585,3687,877,4.03026791381718,1391138.0881035589,20632.895738334908,268,7555,3009
2706,804,6698,3.813572678710265,680569.9995367915,17108.076347619175,615,557,9202
573,2965,1152,4.049222774539375,699551.9480243523,25993.08710859456,938,494,2218
9224,3,7608,4.300913580138489,288962.0722170504,5142.0046996390965,154,613,1534
6408,1236,8589,4.332467623139398,231507.89924476776,2294.92692740901,923,621,2942
234,2427,2737,4.2844506678318375,292696.8197663618,14292.190983125776,752,3958,7725
3250,341,8541,4.050792068912887,506242.0421122146,10811.030085636316,425,5444,3932
2809,2004,3170,4.389799109778767,3025190.0257415203,59693.08695023587,529,2527,3416
4109,1850,292,3.515651095809506,493193.8685884585,16742.995998527655,770,459,6315
7834,291,3692,4.122190302977388,536151.9661866499,19693.958758804907,403,5039,3245
7982,4619,6756,4.165998387115599,1153231.0325440273,31296.95893825284,379,4515,7140
1368,748,4184,4.276532008114038,714877.9611575113,33865.96215705725,579,1630,842
2804,2004,3588,4.628153163062748,2765729.039747788,49964.21972739197,848,2505,3414
4053,2244,5620,3.8330368185512302,595851.00707517,23628.01866153439,634,4412,7724
542,55,3026,4.216783040047684,911146.8759047936,37638.89787157887,332,5677,7037
8155,99,8655,3.99051882809211,760700.9104411061,25516.08174293774,101,434,7903
2805,2001,8175,4.703737926376471,2589572.046082678,42322.97677596272,768,2423,3418
7437,3512,7808,4.339794634238696,261366.0914928912,12781.862887306774,457,717,2217
2706,803,470,3.885921591228858,680569.7829304205,17108.05176142668,607,557,9202
5969,3283,7255,3.9438304893497502,792820.910725895,10621.05011652563,307,472,5614
8029,4571,4855,4.351556816131004,1189173.0133673262,27054.938260826395,776,5347,2609
2100,899,1538,3.854070469398354,1503427.8279197626,22977.09293172889,605,1988,7165
7549,3847,8721,4.659059677964752,764662.941616252,44191.98763230279,779,2167,8022
1273,4143,2277,4.01574586305704,706795.1000862154,12683.92488009985,213,208,2526
4520,2030,991,3.7404760704321385,362518.89636158006,15615.070932787426,385,726,3724
2399,1029,8087,4.350581486427806,509061.9562218703,20543.93723491408,389,4314,1391
8373,1378,7157,4.491856549428786,421292.3312688425,8392.139279667377,327,167,6556
6460,3267,2312,3.838101283164376,1251955.934612111,45769.120866960926,283,3265,4246
8018,718,1933,4.155125829164909,500313.8059483873,38544.96060584744,588,4315,4091
7464,1521,1415,3.881753089283293,698372.9199563938,19980.98988819314,247,450,8118
8793,3546,5550,4.31603009256188,823119.0925626613,27655.83626315397,263,6200,2689
3769,2417,1988,3.787805742846895,1186215.1815650885,58115.14267474591,278,8743,7700
8331,3521,4120,4.279007251806832,363296.0272203109,16579.05717284874,399,4306,5029
7547,4904,8206,4.268523534394722,315052.9623147799,9589.06049639337,642,3969,7015
7942,3626,6737,3.492860019771054,732055.0102876337,15334.93238498733,352,551,6316
3023,508,628,4.0471118624603015,608782.0465612764,25822.86303402446,477,9243,2921
6890,3244,7381,4.473842199400507,354665.9874261043,9293.973755776782,544,3768,9483
6772,3546,3364,3.865126563582428,602501.9555064645,21608.896107067216,241,4155,249
3157,4885,6004,3.939162377466485,561835.9225877894,17751.932014834605,426,6291,6777
2311,908,4641,4.25917564126058,518751.7624271784,15335.035009167932,273,4408,1268
573,2962,1151,4.007027742093502,699551.9742457701,25992.91818859084,1023,494,2218
3759,2898,858,4.466600885627431,158261.0307874636,8153.877636863319,1021,3464,3300
6292,1211,6335,3.991020643613337,458925.1771587528,6097.267010279395,722,207,8357
2800,2004,2845,4.464675196177558,2923077.995503257,56927.01883713816,423,2538,3415
2915,3071,7025,3.996219289609113,1016381.9361731668,21342.9907770162,291,9238,9172
485,3640,2488,4.173558872652733,797310.8602031294,40087.08339141965,750,1967,3314
7306,2909,8570,4.338280950496836,144878.01466230498,2283.1134740718567,341,359,6618
6431,149,8659,4.279609051302207,775353.9025234489,22743.099273540556,64,549,4209
9035,85,8372,4.29941955880371,500752.1263635409,14748.054874171445,508,8216,1502
7300,688,5764,4.371945002026196,2251429.719022094,23685.10846458201,255,2005,240
1954,1502,3713,4.129297554294623,851117.9070363853,28564.82658334788,633,7796,198
4720,3853,1518,3.937695349751264,358362.9353931481,15624.11885871218,331,3948,7905
4731,2005,6302,3.924416333299999,301771.99926232995,12246.072174519844,213,837,46
6576,1046,7337,3.93679361121791,127937.06074614132,4176.829443960522,904,723,7211
3298,4571,9013,4.17411389690678,854077.0684876177,27092.908791571444,56,5344,2607
442,1391,6101,3.926687588432917,368835.9958046699,11209.00199332702,372,770,874
6382,4067,6520,4.409003054716312,8593.789832337086,147.08073656508034,137,6662,7392
7238,4125,1341,4.575574812857319,723940.0244305109,25474.000127514024,50,1682,2119
5354,4120,8946,4.3016427234852985,340857.9842248972,11549.938026462907,538,9132,8772
3829,1571,4444,3.977872476740788,432682.0024801986,21678.12567205603,431,4308,7185
319,3687,828,4.269241897789811,701486.0277210171,13571.114962694484,300,7470,2421
8250,941,1370,4.154054854477668,324003.7945820853,6283.077614617496,810,3463,3302
3242,4931,6102,3.8379314850936392,1234083.835738558,59471.946374696585,630,8769,4661
2984,1211,361,4.522085048462631,353313.9454823849,3552.9786705555657,755,201,8356
1975,1309,688,3.474142459476236,1538713.041973302,54672.00842672369,452,6241,7141
8326,1203,1828,4.536699013107453,297544.9206323554,5485.169649214523,916,7875,7631
7025,2015,4158,4.393792102628948,3059213.874682569,51548.87755915109,450,490,7412
701,1912,3906,3.787065002201008,457191.0301424231,17928.116046536215,434,4169,4824
7097,3782,6205,4.2164351647299405,314619.1360273232,9922.96414328166,870,843,21
8553,5139,2919,3.850673079071296,281031.04607560666,15013.142381738617,275,756,59
2519,4120,8952,4.337782341806445,326182.9936410017,11621.974001085116,407,9139,8760
8520,2868,2635,4.074513794673389,394793.9926190059,13432.033262428962,175,825,5218
8253,147,1300,4.17521892447872,283678.9650515701,7217.06923980318,739,433,5601
2684,3210,4151,4.350829598291586,321887.0966649036,6116.003354252494,398,200,8162
7335,1211,386,4.234581486213459,302087.0367757855,4327.927066584591,833,199,8359
9140,5097,3513,4.1507687850641375,356967.9019075834,11555.93577439875,266,624,5000
989,4120,2121,4.490550413838303,291288.0554758142,9990.0516393969,605,9124,8761
6911,3893,8598,3.9378725803942873,228678.9687161889,10216.059242505686,510,664,7280
2676,4746,9782,4.195178716229499,581191.8787398342,29178.91120345893,592,1765,1259
5921,4775,1421,3.6322253910996753,246609.09013390692,9165.168189862372,621,844,9201
2830,2509,3657,3.4536721906562224,437850.15352275193,14495.02921905412,232,443,7909
7764,2633,5019,4.181545407953255,248690.15642078372,10328.988460672315,114,6747,6870
202,5086,6817,4.095636799877132,459473.9792762282,8566.791428219924,300,456,6669
7496,3249,3711,4.10562038691354,198075.94951234668,6919.864025609962,969,2868,5419
6082,4125,6289,4.426016270919822,797268.063588774,21093.015072776427,445,1686,3419
7165,242,3197,3.97502619995663,613832.9091501569,9781.915036931458,362,4304,5976
1371,748,2443,4.404217366569839,370290.970392373,32192.99667267199,675,2712,5893
418,2154,122,3.9819279037161865,384695.08242964005,5375.038763503783,994,675,8164
3377,4089,8488,3.996139879692302,213240.865787789,8490.027390569448,57,3510,7395
6253,2036,2998,3.702508713591749,359459.9756752251,11844.005570524623,207,821,9053
7959,4125,7858,4.245269307544405,812921.9945430699,29376.773511821182,352,1722,3421
7676,3743,5229,4.272538693746926,261762.1296971692,10883.878377961177,311,2258,1824
8276,4125,4788,4.436478445250216,745910.9901314197,23026.01600501229,399,1699,2118
1103,2713,4918,3.979604109576364,471314.8691868875,13057.014878922722,118,3509,1530
6857,4612,6256,4.204548253391808,837569.0251398559,34656.98324338484,605,4514,574
4487,1211,3143,4.3008465500166615,350221.0299462554,5546.888053550035,534,202,8358
3877,1719,479,3.712427266906877,269177.06040767895,11456.835542402612,409,842,7825
7071,4648,7778,4.633743066588287,194010.03865990805,6926.9641786686425,73,9518,2572
4499,814,807,3.880875513921535,333349.90285706247,8045.96306698106,720,452,6317
8842,2099,5367,3.7683513355931786,115202.10250737336,7150.91675470142,891,678,7592
7442,2080,8242,3.919094825527563,1146304.0260897616,57124.89218363188,470,8720,4550
2310,1227,9277,3.639347354585395,2064263.0458408413,79228.94401361958,439,7631,8735
6346,2213,8571,4.161644234019352,237230.10505120127,6812.940153750646,615,4926,8193
7564,3452,8445,4.054438994037005,176989.91571508883,7061.0066292644215,483,2620,295
8748,4193,242,3.7872027012396328,419732.92032895656,12455.901449695624,389,449,5597
6264,1611,7999,3.523947644623974,195911.98466773648,3479.9705306107508,625,799,1612
8524,2427,8529,4.077742911269778,209395.1169810536,5676.026357016299,723,3748,7279
122,1413,587,3.76481258181419,273156.9270766472,10238.883424180473,368,768,1200
274,1637,1552,4.603659083832011,687995.1540047779,22562.176751126877,82,2011,7857
1643,805,2478,4.057282784856402,205774.0338094152,7074.037432711131,968,822,5599
9190,1713,9141,3.4914201668019165,581852.8542086252,24780.056825509964,495,2877,9091
8588,2191,9588,3.8939846440656978,812589.1225562235,52552.106075521886,362,9511,5139
5426,2074,1395,4.288694120569907,152602.83743622815,4549.975672770431,71,4916,544
7622,3949,8509,4.012803619588007,467484.95422188187,16945.858888210976,778,5136,4564
2196,2485,5863,4.013428454196597,392558.1801633309,23648.92254308755,406,4165,7162
5252,4780,4387,4.315455034390019,150980.89007155452,2390.023486225566,522,5184,1339
2903,3943,7383,4.367201374996377,150497.93922924506,5337.049095050185,45,2291,6702
178,1486,6655,4.041560994808383,280023.07069282816,7577.951514449723,303,798,3461
3588,4120,8321,4.495978602093159,266578.16744041635,11429.01053584656,704,9017,1458
2230,2926,8309,3.768591792795081,521784.0691416999,20122.0821399514,549,9234,3620
7986,2809,6442,3.943163922938803,4498.0712835768,487.1076137830253,544,4942,5792
6209,2393,3933,3.973895972710253,572524.0659861007,28409.167919519896,300,5080,6482
85,2434,1435,3.7734488160028814,240853.940204663,15656.972262462676,481,3970,50
8181,1411,8005,3.6912681958144655,376733.1477104612,13470.101226356162,233,816,5016
4199,55,2777,4.441403685253811,419054.0930702464,25988.081166841494,401,5665,1024
3402,3444,1526,4.073745383148385,830041.0098597085,13439.969634226669,508,7945,7203
856,4854,9430,3.761697304578298,344671.0161381038,13991.99102117506,403,4311,8451
8052,2018,960,3.9373337473264303,232293.973112928,8641.031161424859,472,1698,6369
8372,3212,5952,4.367429602599992,236068.130051948,3838.081110972692,488,505,1533
5632,4120,6634,4.458100664176819,272097.9669132252,9072.016979447251,590,9019,8766
7575,1405,7685,3.965827138687417,738765.9240078351,77877.06535841766,477,1768,7250
8295,1519,9555,4.013317824309708,249470.9307586306,8355.984185584679,322,711,3730
1236,2856,8724,4.2722033675642805,349584.01075749093,11409.95816727617,217,4305,1976
7347,4125,4839,4.185356536584184,670658.9985241938,23261.00840036044,660,1604,1821
7084,1883,3511,3.9630442332100833,65529.13563974245,841.9246923061993,180,403,45
6452,417,263,3.4418789113993493,337834.9233825636,8036.980386481212,151,826,7951
7994,2811,3166,4.194923709598636,1004868.1354696824,53736.98502662418,418,9451,5449
1370,748,4359,4.336866745847552,475149.91736072814,24996.17501647352,599,2786,5907
2611,4869,9492,3.8943880802963737,649593.9053859469,10189.620391559503,291,5082,527
7954,688,891,4.270986263536041,351924.998677864,12071.135701296122,280,3729,2206
7008,958,1836,4.1913251358500085,273811.8962202522,10801.9341817062,303,6080,5881
8477,2776,3132,4.018304170661276,187579.9903537379,6481.1291868936805,242,715,5217
5415,3169,3176,3.749506802775107,450559.1832667596,23272.11741746713,479,9332,3621
175,4452,5144,4.151872814028841,393282.964382898,3094.0717789359355,213,6781,7410
6886,441,8219,3.996317696437165,255322.02199491905,14621.965133262109,400,4154,8393
5398,5000,4488,3.830726405317111,322225.9373322602,10279.152230982849,564,3723,9066
8044,4767,3569,4.084639480910958,485605.1540783896,6417.959942259033,513,5403,8036
8837,4409,7189,3.93485259182822,584903.010178816,23993.06954449396,518,9390,4525
1343,748,7430,4.057228859768857,515154.9697811963,23865.144161316297,518,2871,5901
1241,4647,7016,4.358785754765956,2679333.985741053,98994.15721889824,477,8967,2570
3948,2421,4961,4.159388136877858,453527.8848361985,14308.05648813628,365,6085,8724
7677,1598,3013,3.967305839675741,205619.99128698176,7209.144188043232,444,3459,5233
3923,4962,6394,4.211187936484529,457645.1804842768,24739.87537512819,197,6264,8470
8478,1790,4881,4.198613714144797,229731.89780929952,14980.020546322328,719,3968,243
2032,1578,1821,3.954553825250466,399114.0839787014,10577.15780329457,290,2718,5316
8635,4378,8479,4.241687643226939,680329.9924881142,48284.05115225415,495,9128,6676
3947,3798,1359,3.93647197606044,450372.1453837612,14530.054956596312,384,9131,2924
8107,5049,8144,3.911636923082206,162447.94274709068,7428.921420591636,450,680,982
8009,5069,7521,3.795369735397621,563072.9014179424,33581.76003897896,311,3734,2202
79,1637,715,4.321032806329154,816144.8489037032,24423.15460016386,1025,2187,8301
2283,1898,2952,4.121029977255343,310156.88843719923,6829.998050900384,252,3522,3012
6947,4571,9269,4.424439650146543,260891.90645328307,8492.812602474338,702,5371,7406
970,2546,3268,4.045903763764753,217940.1145783628,17702.99963552514,406,3758,5030
2421,1411,3989,4.0352773594971145,256844.02868671,6885.981321518447,571,724,7083
6385,574,9637,4.822990133413399,36617.03980164913,1056.1271808241315,156,8138,6623
5136,129,9257,4.259828502094623,151158.9023831144,3640.165345176737,971,4754,8192
6959,3315,9788,4.232257133605246,643889.030855339,55808.89984435188,350,5137,7135
3293,4404,1533,3.752708636242336,304875.01585387444,8617.994656718418,225,8866,244
5721,4153,5732,3.738927339945391,283010.89618384105,8348.844064362384,630,7944,3109
4060,4590,8009,4.145534821483511,150860.98661521942,9465.886294673715,332,8839,4611
7057,1962,4257,4.2797203142682925,202475.03473930905,9372.972826048232,544,3744,4367
6854,4612,8100,4.275773181042419,669762.9115504602,29435.738317406023,674,4316,575
9163,2171,2892,3.960841468203117,328249.01511651947,7562.06306071217,542,3732,479
1740,2930,8267,3.730066228654174,433197.8879106045,26770.008731779068,536,9333,4526
4085,4571,1432,3.9977766133710793,531002.8806222992,14230.099835413366,455,5476,8487
2396,2809,5066,3.838198936179501,5674.000535996318,229.91238801215735,378,4901,8588
4590,5078,4087,3.9993955068927938,328983.9933495064,6861.985490245086,392,839,2448
1327,3254,3808,4.357456932096373,735885.0353844687,57173.05215220262,476,8729,8001
5617,2935,348,3.962657866345604,500905.8799760134,24224.915426258183,248,9449,6016
801,2135,7950,4.13847578369603,575125.0229645969,28879.93042737621,397,7473,1495
3004,1148,1563,4.188766080312931,239786.8657958384,16901.179930961855,409,1685,3676
3059,5000,6043,4.054695756350921,294231.9159637534,9301.973881958533,978,3479,4614
8360,341,5181,3.900872936729304,182940.7834756117,3877.865785807589,582,5374,80
4649,2415,9372,3.738333510508986,997639.0905222524,49503.02492559094,383,8719,2743
7082,1551,6517,4.1670609707323765,139660.9051124044,5502.9717015997385,784,667,7488
7607,4675,7125,3.8577917324286486,105932.0180964257,4171.993738396152,754,2452,2112
3571,898,7664,4.053908360802407,160345.91668742747,12055.986027725685,539,3511,1513
3449,5078,6818,3.794610489135996,189047.0781613193,4789.962668939948,420,758,3175
3261,2468,5227,3.728013575374596,921367.9177109957,22614.856305933197,256,6323,9111
4328,3640,8875,4.084264185080736,450265.8564489281,23712.039180594984,455,1752,3313
8857,1780,7944,3.97179566237921,205119.0710100321,8191.851148732726,532,766,5598
3229,955,1431,4.045155780662304,391040.1371736942,12433.849208346868,671,1602,1382
7014,1314,5149,3.708768914640708,252101.9596175985,16527.06200456216,821,3757,8190
3271,4026,3004,3.9186470471424775,162422.01312897066,6402.768548597839,690,668,4797
430,2093,7693,4.236769112684265,124633.0895014076,4697.930842518508,537,5990,7810
2691,2853,5043,3.9852572740572927,408000.9139287797,23102.20602419288,571,1723,8532
3334,4143,9161,3.996378634096584,403215.1805941285,7382.008595202694,157,206,6557
7976,1187,8871,3.968285497689878,352075.03317176976,26638.86047688444,666,4312,3722
4655,2441,4957,3.948362105394746,145409.06918359164,4033.9368588851767,551,752,473
3616,5002,712,4.203620911793458,94335.14859355176,2795.830980203269,738,6790,6606
1182,4983,2228,3.759077141448832,230182.0085744249,8266.090742144926,120,797,8117
8249,1153,1323,4.024653463229387,283612.90465247096,23562.033647277447,495,3960,6977
6403,422,1050,4.551226322188619,182140.0796009443,3819.993901784051,218,657,6884
8244,4818,4001,4.071089287599033,265650.94307184545,14929.959756477752,309,3742,5878
6337,2427,6441,4.106793809560796,165691.93055915428,4093.945183553024,1029,3489,8041
6412,5078,7209,4.492217891537536,50726.064683528704,867.1914885397027,108,409,6632
6562,333,2584,4.191925329024434,2932008.0501414905,31038.959783543654,357,6045,6106
9140,5097,860,4.148407730113922,356969.9359847218,11556.063192672307,343,624,5000
1805,4571,6545,4.428451702424707,184740.9903021294,4866.070334406621,668,5365,6475
2853,2382,5333,3.991588712705504,178058.16977084993,4277.873284516222,435,661,945
8264,1735,9828,4.140538865506605,435004.9147271134,11773.069357338887,84,827,1478
2459,1952,3171,4.256799929701999,431481.1116116272,10597.930303248902,307,8012,9186
625,2572,5496,3.94317437359288,197786.85695029373,6851.874625362225,163,8857,8723
9004,1830,6185,3.735499338922903,167935.01077437884,5760.972283889716,435,666,5768
1348,748,7441,4.443518143858248,454902.0418715309,20964.942559482985,641,2783,5899
9433,5179,5727,3.947482480457157,964.0138653789268,141.22029793677163,252,3720,9395
4422,1790,8746,3.845565691553826,383427.95186197816,23792.075591155317,372,4166,4766
5597,2538,1562,4.01722778362079,213288.8941093016,11741.043475705625,492,6626,8537
6062,2686,9254,3.822398613010295,176180.92192366536,7869.120689780878,239,728,8441
5596,5092,8642,4.407506456488803,83640.87357641064,2622.922694455751,670,3119,7603
3417,1795,5017,4.174445977130768,333351.0607279118,23657.84512921047,566,4160,7506
8492,3847,9861,4.620780688455282,455131.0683570596,22735.1666920402,1040,1751,8380
2668,1662,5512,4.062426135893284,2465132.1197812106,134995.06818132874,507,3262,7033
7740,3819,6236,4.22324179802115,197924.97458191324,4344.078426810374,796,3174,6577
992,4815,726,3.870786858157508,11045.15626890666,737.9297756392365,447,8472,8613
2253,4021,717,3.985309289260357,619034.0834380342,52987.82912648269,584,9509,6934
1670,794,6995,3.7382782502711702,511968.9194448518,18553.920574201627,367,2467,3933
2497,1454,4781,4.1446006424951465,274403.8581058767,7170.172354577799,508,3724,8194
8095,4125,6237,4.386067978730271,446605.0341398999,16658.939444628646,616,2778,2121
2307,1227,2473,3.8821624046612255,777321.8798840287,29338.099041292968,638,7517,2692
7501,2472,5481,4.537743773510205,121846.0388402717,3025.9259755290527,398,147,6101
4320,2751,3555,3.63663731921214,511417.97584293527,34042.13693005273,362,4516,7906
1104,1817,5556,3.8124258524544734,901429.0272111894,10226.166214233766,362,3963,2152
8573,852,5678,3.555771704949882,304428.8623518932,14962.113780876374,260,4170,3746
4052,1621,7180,3.992794636337825,140266.01165443318,8196.012540950509,983,771,4758
2478,1988,9783,4.0127172936294295,191148.95052889365,6958.862770319688,247,3726,6428
7726,661,3990,4.665962746966505,82446.84890011753,5396.88361945952,651,3122,366
7391,688,8046,3.8752154434900303,438329.19764150976,14518.02411844345,278,1700,633
5654,3640,5280,4.009255471515984,378958.9251220597,19558.117168742727,311,1764,3312
4187,4973,3699,3.8578796884211815,236463.87514530792,10951.017650556543,238,818,7177
303,2419,1539,4.108620930222303,733237.9457756154,5656.974309774915,618,3736,6949
260,564,4039,4.203067793840691,322273.8955545245,13025.737023808964,651,6324,818
4450,3053,7216,4.183004664950484,474631.0214578748,13983.84426443473,137,5042,1563
928,320,2066,4.065230188785203,248723.98237576016,5198.960544910727,308,718,5244
233,2100,7992,3.5536732628608907,132283.8374273311,5602.803084801934,409,662,8568
849,303,6990,3.9217478054591774,250086.04410497707,15668.083050968868,396,3947,8345
6962,4571,4332,4.110514544466647,535544.813128665,19805.02182765102,289,1654,623
2734,2490,1092,3.446655269308307,240642.1676533236,5843.985215666628,384,824,5602
463,4931,7780,3.746779875788792,875031.0998107736,66574.0202269234,631,8730,4662
487,615,6270,3.912920766200206,254900.9581968049,10903.901683252085,486,3765,8673
